airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
Singapore Airlines,They treat Star Alliance Gold Members as the lower class. Food is not nice no showers not comfortable. I wouldn't recommend this lounge to no one. Airport is nice but Gold Lounge is not comfortable at all.,Singapore Changi Airport,1.0,1,1,1.0,1.0,1.0,1.0,1.0,no
Singapore Airlines,A very comfortable if not undersized lounge for the demand placed by the mid-afternoon volume of FFs and Premium passengers on the A380. Food choice was 'good' at best however with the volumes of food offered on board the plane the selection of tasty cold bites and a few hot dishes was more than enough. Staff were exceptional and the hostesses circulated the masses and offered Champagne refills without prompt - a nice touch. The lounge is relatively well appointed but there was no spare seating capacity and I can anticipate this becoming an issue if other Star Alliance FFs flock there given the airlines reputation for high standards in its lounges.,Sydney Airport,4.0,4,5,4.0,3.0,3.0,4.0,5.0,yes
Singapore Airlines,If you are expecting an experience comparable to the very good services provided by the silver kris lounge in a Singapore you will get a shock. This is a cramped unattractive space with limited facilities that does not compare well with Singapore Airlines overall business class product.,London Heathrow Airport,2.0,2,3,1.0,2.0,3.0,3.0,3.0,no
Singapore Airlines,The Port Lounge is a relatively small lounge in Kolkata airport but the food choices weren't bad (Chinese and Indian veg and non-veg including rice fish and other items); you could have a full meal. The alcohol selection is not huge but sufficient. There is a limit on the number of drinks per guest but no one was enforcing such a limit (if it exists). The lounge is clean but it has no view.,Kolkata Airport,3.0,3,3,2.0,3.0,2.0,3.0,2.0,yes
Singapore Airlines,"We were flying out on Silk air so my normal Star Alliance entrance wasn't applicable. So we used our priority pass card. The lounge was horrible. Stained furniture carpets exposed cables etc. The small amount of food there was looked like it had been there for days. No alcoholic beverages. The whole place looked like a 1950 soviet style lounge. Needless to say we left after 5 minutes. Then they had the nerve to charge my card $34 for each of us even though we should have a free visit! Do not go near Singapore priority pass lounges. I would give them ""zero"" stars for most choices.",Singapore Changi Airport,1.0,1,1,1.0,1.0,1.0,2.0,1.0,no
Singapore Airlines,Very average. Every time I am here there seems to be a good gossip session going on among the staff loud and given it is not a self serve bar totally absent when it comes to offering a drink or being at the bar when one is looking for a drink. Much prefer the London lounge a business class lounge close by. Food looks like it has been sitting out forever and again staff don't approach to offer anything from the menu. A shame as Singapore Airlines in flight service is terrific.,London Heathrow Airport,2.0,4,3,1.0,1.0,3.0,3.0,1.0,no
Singapore Airlines,Being the HQ large clean lounge. No sleeping rooms like in FC lounge. Bathroom with showers excellent.,Singapore Changi Airport,4.0,4,4,4.0,4.0,5.0,4.0,4.0,yes
Singapore Airlines,Visited the Singapore Airlines T3 lounge at London Heathrow as a passenger with Thai Airways en route to BKK. Star Alliance lounge share. As always lounge was peaceful. Good flow of fresh foods with staff preparing more pastries when they ran short. A much better option than using the London Lounge suggested by Thai as that is a shared First and Business lounge.,London Heathrow Airport,5.0,4,5,5.0,5.0,5.0,4.0,4.0,yes
Singapore Airlines,New lounge fit-out looks sleek. I travel through Sydney a lot and it was desperate for an upgrade. Staff are friendly. Food really average buffet was cold and tasteless. I would have thought they would have really stepped up a notch with the new look. Unfortunately don't expect to much on the food front.,Sydney Airport,3.0,3,2,3.0,1.0,3.0,3.0,3.0,no
Singapore Airlines,Lounge is a bit small and in need of revamp. Had internet and plenty of drinks. Food was great and just what we needed. lots of interesting and tasty things on the menu. staff was friendly enough. Seemed fairly busy though.,Brisbane Airport,3.0,2,4,3.0,5.0,2.0,2.0,3.0,yes
Singapore Airlines,Visited on 26th December their new revamped lounge. Everything okay and considering they spent some money doing it up they did not really put any effort into the food side. What was on offer was cold meat pie cold grilled sausages curries that were lukewarm (beef rendang that did not even look like the real thing) Chinese congee that had very few condiments and a few other dishes of similar temperature. All served buffet style and obviously as time went by the food becomes less appetizing. Considering they have the Australian consulting chef Matt Moran on SIA's culinary panel why did they not use his talents to come up with something more original like gourmet appetizers rather than the same old tired food formulas. What a disappointment they did not think out of the box in the food department. I wonder why SIA does not win any awards as offering the best airport lounges?,Sydney Airport,3.0,4,4,4.0,3.0,0.0,0.0,4.0,yes
Singapore Airlines,"Adelaide Airport - we always make a point of arriving early at any airport and taking time then to relax (approx 2-21/2 hours) but Customs (international gates) at this airport do not open until 90 minutes prior to the international flight so we were unable to access the small Singapore Airlines lounge downstairs. We had assumed that as Virgin are Singapore Airlines ""partner"" airlines we could use their lounge. Definite not. The customer service lady only granted us access to the Virgin lounge because it was empty we have a Bronze Card and were over 60. Compare that to the excellent Qantas lounge that we had used in the past!",Adelaide Airport,4.0,4,5,0.0,3.0,3.0,5.0,5.0,yes
Singapore Airlines,The seating is ok and the decor is simple. This is definitely not the newest lounge and has very little atmosphere. Drink options are unimaginative and not impressive. The only real upside I have to say is that the food is quite good (not many options) - definitely better than the Economy class fare onboard so I always tend to eat my meal in the lounge. WiFi works but is not super fast. The lounge is kept quite tidy by the staff.,Taipei Airport,3.0,3,4,2.0,4.0,3.0,3.0,3.0,yes
Singapore Airlines,The lounge is far too crowded facilities dated and insufficient even for a 747 never mind an A380. Food selection limited to a couple of noodles and a few wilting sandwiches. As for the champagne don't start me on that. Even to wifi was intermittent. The lounge is not disabled friendly with an elevator which has no sides or back to the moving parts.,London Heathrow Airport,2.0,2,3,3.0,1.0,2.0,1.0,2.0,no
Singapore Airlines,Different from the better Changi Airport's Krisflyer Elite Gold/Silverkris lounges this one in London is a little bit dirty with some leftovers stains on the carpet more limited choices of drinks no proper meal offered only some tiny tasteless sandwiches and crisps. It's also a lot smaller and much more noisy compared to those in Singapore.,London Heathrow Airport,3.0,3,3,3.0,3.0,3.0,4.0,3.0,no
Singapore Airlines,Travelling back to Auckland from Heathrow and after a tedious journey to the airport and then the bun fight getting through check- in and immigration etc we were looking forward to getting in to the Business class lounge to relax and refresh ourselves before the long flight. No chance the lounge was small crowded hot and rundown. The food was minimal consisting of packets of cheese a few biscuits some miserable looking sandwiches and the odd piece if tired fruit fruit. What a let down for a 5 Star airline. Extremely disappointing. Changi was better and so it should be as it is presumably their showplace lounge but not fabulous.,London Heathrow Airport,2.0,1,3,3.0,1.0,2.0,3.0,2.0,no
Singapore Airlines,Lounge was a bit dated however food was great. fantastic variety and very fresh. However did run a little low on portions once it became a bit crowded. Loved the Asian curry.,Brisbane Airport,4.0,3,4,4.0,5.0,4.0,4.0,5.0,yes
Singapore Airlines,This lounge has no toilet - let alone a shower! It was also very warm. Having got off a long flight from Sydney I was most unhappy. The whole idea of flying business and having access to these lounges is to have an advantage over the rest of the travelers. Not having a toilet and shower is ridiculous! The lounge pleasant enough and service very good but food ordinary.,Hong Kong Airport,3.0,3,4,4.0,3.0,1.0,4.0,4.0,no
Singapore Airlines,Used their Changi Airport lounge before heading to Sydney. Facility design is impressive but that's about all this lounge offers. Food are in substandard condition and beverages just as limited as the onboard offering. Too many people about and unsure if it was because I entered during peak times but it felt really cramped. Some tables still had leftover plates and drinks making it look shabby. This lounge does not have bathroom facilities and was told to walk couple hundred metres out of the lounge which I found incomprehensible. Lounge staff pretty much non existent other than at the reception area where they were rude and disgruntled. Very poor lounge to relax in and not worth lugging your bags into.,Singapore Changi Airport,1.0,1,1,1.0,1.0,1.0,1.0,1.0,no
Singapore Airlines,"Silver Kris lounge in T3 - it is a beautiful room ruined by despicable customer service. There were at least five staff in the front desk and not one smiled or made anyone feel welcomed. I watch in astonishment when ""elite"" passengers were treated like passengers on a bus in a third world country. I don't know if anyone from Singapore airlines will see or read this but the staff on duty on the night of the 1st of May 2013 should really be reviewed especially a short haired Eurasian looking lady. Wished I caught her name but really Singapore airlines needs to lift their game here. When travellers are spending copious amount of money to fly with you make us feel at least welcomed? Silver Kris lounge in T2 - I left T3 because of the overall lack of respect to customers. But what I found in T2 was the direct opposite. This is where everything came good. Staff were so polite and helpful. Goes to show that it does not matter how much you spend on perfecting facilities when you don't have the right people.",Singapore Changi Airport,3.0,3,4,3.0,3.0,4.0,5.0,1.0,no
Singapore Airlines,The lounge in Adelaide is quite small with no windows but it is only for Singapore Airlines passengers so it didn't really feel all that crowded despite being small. One major advantage is that unlike all of the other lounges it is after immigration and security checks so once you reach the lounge you can just relax. The food and beverage selection is small but sufficient and the toilets (there are 2) are clean.,Adelaide Airport,4.0,4,4,3.0,3.0,4.0,3.0,4.0,yes
Singapore Airlines,Overall a clean and comfortable lounge (both in Terminal 2 and Terminal 3) with a good selection of food. There are no boarding announcements however so make sure to check your ticket for boarding times.,Singapore Changi Airport,4.0,4,4,4.0,4.0,4.0,4.0,4.0,yes
Singapore Airlines,As a gold frequent flyer I was looking forward to relaxing in a lounge on the way back to Australia flying with Singapore Airlines. Given that Singapore Airlines is based at Changi I had high expectations of the lounge quality. However I was directed to the gold lounge that was very disappointing indeed. No service cramped seating flat beer mangy sandwiches and no toilet! I think that Virgin should look for a better code share partner if this is the standard Singapore Airlines have to offer.,Singapore Changi Airport,1.0,2,3,1.0,1.0,1.0,1.0,1.0,no
Singapore Airlines,"This lounge was by the far the worst we have ever experienced. It was shabby the staff were rude or just grunted. There were only two toilets one of which was out of order and this was not even clean. The noise level with dishes being clanged and banged at the bar area was unbelievable. SIA need to engage in some serious conversations with Roma airport as the advertising states that ""the Le Anfore Business Class Lounge offers a haven of peace from Rome Fiumicino Airport. Treat yourself to the VIP lifestyle!"" - well it doesn't!",Rome Ciampino Airport,2.0,2,2,2.0,2.0,1.0,1.0,1.0,no
Singapore Airlines,Very average lounge. Chairs reasonably comfortable but no loungers. No toilets or showers in the lounge. Toilets down very quiet corridor which is worrying late at night. Good food and reasonable selection of drinks. Staff not particularly on the ball.,Singapore Changi Airport,3.0,3,3,3.0,4.0,2.0,4.0,3.0,no
Singapore Airlines,One of the worst lounges I have ever been in. The staff were totally disinterested the food was stale and minimal and the lounge area very small with tacky furniture. Avoid this lounge its a lousy excuse for a lounge. I hope Priority Pass takes notice and stops ripping off customers in this way. Its totally not worth it.,Beijing Capital Airport,2.0,2,3,1.0,1.0,3.0,4.0,1.0,no
Singapore Airlines,Very good lounge - lots of food on offer though the selection did not change during my 8 hour stay. The seating was comfy and offering good privacy. The staff were very helpful and even when I walked in and out of the lounge regularly they did not raise a fuss and ask for a boarding pass. The toilets were clean with great showers that were well stocked. The wi-fi was easy to access.,Singapore Changi Airport,5.0,4,5,4.0,4.0,5.0,5.0,5.0,yes
Singapore Airlines,It was really disappointing to access SQ Gold Lounge at Terminal 2 and Terminal 3. No shower facilities available in either lounges. It mainly affects Gold member who transit in Singapore. Gold members are not allowed to access business lounge Singapore gold members do not usually need shower facilities at departure only these poor transit Gold members. It is a big disappointment. After a long flight a shower could make huge difference. Food and drink were limited you don't want to drink a lot anyway because there is no toilet inside the lounge. You have to go outside and bring all your belongings and come back again. So it is another strategy to encourage you drink less and move on quickly. It is really not a lot of point to build up your SQ points you get less and less for benefit.,Singapore Changi Airport,3.0,2,3,3.0,2.0,1.0,4.0,3.0,no
Singapore Airlines,Lounge is small with very limited food and drink on offer. Not up to the standard of other carrier lounges in Sydney. The restrooms are also very small. I left to eat some overpriced airport food.,Sydney Airport,3.0,3,4,3.0,1.0,2.0,3.0,4.0,no
Singapore Airlines,SilverKris business class lounge at Changi airport is quite spacious with excellent choice of food offerings. The bar had a good choice of wines and non alcoholic drinks. Good wifi although had a couple of attempts at logging in. Staff service only mediocre as they did not bother to see who was there and kept pestering everybody in the lounge (a total of less than 10 passengers) more than once about missing passengers on some SIA flights. The place was rather claustrophobic without windows and did not have the general airy feeling that was usual at Changi. For a short layover I would just go to the lounge for the food and drinks but exit to enjoy the excellent airport that Changi is.,Singapore Changi Airport,4.0,4,5,4.0,5.0,5.0,4.0,3.0,yes
Singapore Airlines,Sitting here at 1500 hours wondering what happened to SIA's famed food/hospitality. There is one member of staff for the whole lounge serving drinks topping up food (more later) clearing tables etc. The sum total of hot food available is a tureen of lukewarm leek and potato soup. That's it unless you like the one variety of sandwich available or scone and cream or microwave noodles. As for access it's a slog up the stairs or a ride in the service lift. Paint peeling off the radiator in the Gent's loos. Truly low grade compared with their rivals. I had more choice free of charge on the train coming down - bacon sandwiches scrambled egg and smoked salmon for example.,London Heathrow Airport,3.0,4,4,2.0,1.0,3.0,4.0,3.0,no
Singapore Airlines,Excellent lounge in Singapore with plenty of room. Good food and wines on offer. Only available for Business passengers on C class tickets not to Star Alliance Gold card holders. Krisflyer Gold card holders in economy must use the lounge next door. Seems a bit off to not allow a larger lounge and have *G use the facilities. I understand that the First Class lounge is currently being renovated and therefore F pax are also using this lounge.,Singapore Changi Airport,5.0,5,4,5.0,4.0,5.0,4.0,5.0,yes
Singapore Airlines,Even as a solitaire member you don't get access to the first class lounge. The business class lounge is really busy on a Thursday evening waiting for the Singapore flight people had to stand. There is rubbish on the tables that does not seem to get cleared for hours. I don't know how much SIA pay for using this but it's too much.,Los Angeles Lax Airport,2.0,3,2,3.0,2.0,3.0,3.0,1.0,no
Singapore Airlines,There is still a lack of shower facilities at both T3 and the newer T2 lounges for Krisflyer and Star Alliance Gold Members (SATS lounge at T2 is no longer made available to SIA KFGold Members). As the toilet facilities are located just next to the lounges additional plumbing costs and showers fittings would be at a bare minimum to sat the least - a real disappointment when a shower during transit will be a refreshing welcome between two long haul flights. Singapore Airlines are dropping their standards across the board. A real pity for a once premium carrier.,Unknown,3.0,3,3,3.0,3.0,1.0,4.0,3.0,no
Singapore Airlines,"T3 Business Class Lounge - as usual the staff at the front desk grimaced at all the guests walking in. I was there during breakfast time and the food was dry overcooked. Would have been helpful if they had some fresh fruits - even some apples and bananas on a plate would be helpful. I had a quick bite walked out of the lounge with the customer service staff staring at me. I walk no more than 10 steps out of the lounge turn to go back in as I left my jacket and was stopped at the entrance with a very brusque demanding ""Boarding Pass please"". Well at least she said please but honestly? If I did not live in Singapore I would never choose to take SQ as my first choice. Customer service is appalling unless you're a well dressed business man.",Singapore Changi Airport,3.0,4,4,4.0,3.0,4.0,4.0,1.0,no
Singapore Airlines,This lounge is disappointing and perhaps a reflection of how SIA views Star Alliance Gold fliers from other airlines - ie. poorly. The food service area is small with a limited selection of light meals. There are no toilets or showers in this lounge. So it is not a great place for a transit stop. In comparison the SATS lounge in T2 is a better lounge.,Singapore Changi Airport,3.0,3,4,2.0,2.0,1.0,4.0,4.0,no
Singapore Airlines,I prefer the old brown leather seats in the T2 lounge in Singapore - far more comfortable than the newer seats in the T3 lounge - especially if you have a longish layover. I see they are going to renovate the T2 lounge - I hope that they retain the old leather lounge chairs. I hope if they ever renovate the Sydney lounge that the keep the older brown leather chairs.,Singapore Changi Airport,4.0,5,5,4.0,4.0,4.0,4.0,5.0,no
Singapore Airlines,I would expect a lot more form Singapore Airlines. Sydney airport lounge is appalling considering the levels of service Singapore claim to offer their passengers. with 4 flights per day from Sydney - and at present two of these are A380 services. The size of the lounge the seating food and beverages all very average. I was very disappointed.,Sydney Airport,1.0,1,2,1.0,1.0,1.0,3.0,1.0,no
Singapore Airlines,A bit of a journey to find this. Every drink ordered had to be matched to invitation card which was a bit of a farce as they did not keep them in any order. Whilst the decor wasn't special the food and snacks on offer were very tasty. Restrooms nothing special.,Dhaka Airport,2.0,3,3,2.0,4.0,2.0,0.0,2.0,no
Singapore Airlines,The ultimate horror lounge. I was there during peak hour at 11pm. It was so crowded that most had to eat/drink standing. Drink and food choice was reasonable but the size does not match the demand.,Abu Dhabi Airport,3.0,1,3,4.0,3.0,4.0,4.0,4.0,no
Singapore Airlines,Outstanding SIA Business Class Lounge in T3 with many separate sitting areas including one for catching a nap on a sofa. Staff gave me a blanket and pillow and noted my seat number to ensure I didn't miss my flight! Wine and liquor selection somewhat limited. Food selection was excellent with prompt removal of used plates and filling empty food trays. The shower stalls aren't as good as a few competitors but other facilities in the restroom area are very good.,Singapore Changi Airport,5.0,5,5,4.0,4.0,4.0,5.0,5.0,no
Singapore Airlines,Very quiet and beautifully lit made for a very relaxing wait. the dining and food was great the bathrooms in the first class lounge were stocked full of great toiletries and fluffy towels. overall quite impressive I thought especially after the dreadful 1st class lounge that they use in Terminal 1 at Dubai airport.,Singapore Changi Airport,5.0,5,5,4.0,4.0,5.0,4.0,5.0,no
Singapore Airlines,A small but well appointed lounge. Plenty of individual body hugging armchairs. A small but very tasty selection of foods including dim sum gourmet sandwiches cold meats yoghurt maggie beer ice cream nespresso coffee machine spirits and soft drinks. Bathrooms clean and well maintained. Staff very friendly and attentive. Free internet and wifi access. Great selection of newspapers and magazines.,Melbourne Airport,4.0,3,5,4.0,4.0,5.0,5.0,4.0,no
Singapore Airlines,Compared to other SQ lounges I have used this was very disappointing. Very small - was awaiting SQ220 departure an A380 with a full Business Class cabin so there were few empty seats. Decided to leave and used the adjacent NZ lounge. Many times bigger better food selection and facilities.,Sydney Airport,3.0,2,5,3.0,3.0,3.0,3.0,2.0,no
Singapore Airlines,Spacious lounge with clustered seating. Very quiet. Had a good selection of hot and cold dishes and an array of beverages including champagne! Chic look but missed recliner cushy sofas! The washrooms and showers were very clean and attended to! Vast array of newspaper and reading material. Could do with a spa to go with the cool look and good service! The biggest miss was the view of the tarmac!,Singapore Changi Airport,5.0,4,5,5.0,5.0,4.0,5.0,5.0,no
Singapore Airlines,"One of the best lounges I have ever used. Very calm and relaxed ambience. Lots of high quality seating available. Great food and drink selection. Free wifi. Server was down at first but after pointing out the problems I was having logging on manager at the business centre made few calls and had the server re-booted. Empty dishes and tables cleaned frequently. Shower and restroom facilities spotless. Lounge would be perfect if they had a separate ""rest area"" with lounge chairs and mobile phone restrictions.",Singapore Changi Airport,5.0,4,5,5.0,5.0,5.0,4.0,5.0,no
Singapore Airlines,There are two minor problems with this lounge: the lack of windows - in common with most of the international lounges at MEL - and the fact that like most of the Silver Kris lounges it is looking a bit dowdy and dated. The amount of space was ok food and drink selection was fairly good and the lounge was very clean.,Melbourne Airport,4.0,4,5,4.0,4.0,4.0,4.0,4.0,no
Singapore Airlines,I agree with the other comments on here about the lack of toilets and showers - completely disgraceful. The lack of lockers for hand luggage is also irritating for a solo traveller as every time you want to get a drink or some food you have to haul all your things with you and potentially loose your seat. Having said that I found the service and atmosphere to be adequate and lounge felt relatively spacious. The food and drinks were fairly plentiful but a bit stodgy.,Singapore Changi Airport,2.0,3,4,3.0,3.0,0.0,1.0,3.0,no
Singapore Airlines,The lounge is spacious and comfortable and was occupied by another passenger and myself flying on SQ to Singapore. We were informed that free massages were available but unfortunately there was no one available. There was a good selection of Eastern and Western food available for breakfast with a good selection of Sri Lanka tea as well. Toilets were extremely clean with an attendant checking it after each use. Great view of the east side apron and partial view of the runway. Good customer service with SQ ground staff accompanying you to the airbridge.,Colombo Airport,4.0,5,5,4.0,4.0,4.0,4.0,3.0,no
Singapore Airlines,Definitely dated and was the smallest business/first class lounge I have used. We were there for breakfast just before our flight. Food selection was narrow. The toilets do need upgrading. Another inherent weakness is that they do not offer to look after your handluggage/trolleys whereas in the MAS Golden Lounge you are granted the use of lockers. We were told this was for security concerns; if this was so then MAS would also do the same.,KLIA Kuala Lumpur Airport,3.0,3,3,2.0,3.0,2.0,4.0,3.0,no
Singapore Airlines,This expansive lounge with its phalanx of greeters the subdued blue-lit translucent columns at entry is as appealing as it is enormous. Huge number of seating options from pleasant views out to the departure gates to snug corners for a snooze. The usual CNN slash ESPN flat screen offerings. A large selection of food; unusual for what you’d expect in a Biz class lounge (SIA has a separate wing for First). About eight hot options some Chinese some Indian as well as dry snacks. Lots of beverage options although probably on purpose the liquor is in a bar area quite far away from the food offerings. There was good scotch Champagne and some OK bar drinks. The array of papers was astounding: All the European dailies plenty of English offerings including a Globe and Mail. The bathroom is large with plenty of showers and has Occitane products. In short our lounge experience far exceeded our flight experience.,Singapore Changi Airport,5.0,5,4,5.0,5.0,5.0,5.0,3.0,no
Singapore Airlines,This was my first time in the SATS Star Gold Lounge at Singapore. It is big and has a reasonable selection of breakfast food (it was early am). The staff were very efficient and the lounge kept very clean. Not sure if WiFi was available but the lounge did have at least 2 commuter stations with web access. Unbelievably there are no toilets in the lounge. You have to go outside and use a public toilet. There are no showers either in what is a major Star hub this is unforgivable.,Singapore Changi Airport,3.0,4,5,3.0,4.0,0.0,3.0,4.0,no
Singapore Airlines,Agree totally with Mr Weiss (review 30 October). For a new home base lounge this is totally inadequate. At 8.30am it was impossible to find a private seat. For the one cooking station there was a queue - it really did not matter as there was no table space for one to sit down and eat anyway. I cannot imagine why in a brand new terminal this should happen.,Singapore Changi Airport,3.0,1,4,2.0,2.0,3.0,5.0,2.0,no
Singapore Airlines,Generally a good lounge with good seating area mind you some lounge type seating would not go astray as we had a four hour layover and it would have been nice to stretch out. WiFi is good but at times very slow. Food okay but have seen better in other business lounges. Plenty of space and lots of seating so finding a good corner not a problem. The showers are especially welcoming and staff are very helpful. They should have a wider range of wine as they only had Reisling on offer. Generally not a bad lounge but I cannot understand why Singapore Airlines do not announce flight departures.,Singapore Changi Airport,4.0,4,5,4.0,4.0,5.0,4.0,4.0,no
Singapore Airlines,Small and dated lounge but with a nice view of the gates and runways. Food selection so so. However the washrooms were old and not maintained. The public ones were much cleaner. Definitely not up to SIA standards.,KLIA Kuala Lumpur Airport,4.0,4,5,4.0,4.0,4.0,4.0,4.0,no
Singapore Airlines,Disappointed in the fact that the lounge overlooks the departure gates and has no direct natural lighting. The atmosphere and decor are pleasant. The buffet with a chef preparing breakfast orders is nice but the restaurant seating area is clearly insufficient for the number of passengers. The same facility in the Business Class section appeared just as overtaxed. For smokers there is an outdoor terrace located immediately outside the lounge entrance.,Singapore Changi Airport,2.0,3,2,3.0,3.0,1.0,0.0,4.0,no
Singapore Airlines,This lounge is apparently a new one opened by SIA. There is a long trek to it - too much of walking actually. The reception staff are warm and just welcome you but do not give much information of the lounge. The worst part is that the lounge does not have any toilets or showers! Something really unacceptable for a newly opened lounge in such a spic and span airport. Hot and cold food items are present and internet access is also free. Overall a good lounge but marred totally buy lack of toilets and its distant location.,Bangkok Suvarnabhumi Airport,3.0,4,5,4.0,4.0,0.0,3.0,3.0,no
Singapore Airlines,Overall a decent lounge. Plenty of seating good access to TV and internet as needed. Selection of food and drink limited though of a good standard. No shower facilities observed. Unfortunately the level of service provided was substandard. Firstly the initial greeting at the reception desk was sullen mechanical and cold on both occasions I entered the lounge. Secondly there was no lounge manager visible to oversee the generally running of the lounge. This was evident by food bowls remaining empty for significant periods of time as well as floor staff (especially the male staff members) who simply loitered around the drinks areas and whose behaviour was unprofessional bearing on juvenile.,Singapore Changi Airport,3.0,4,4,3.0,2.0,0.0,4.0,1.0,no
Singapore Airlines,I was impressed - staff were wonderful. I travel in and out of Bangkok often and will always use this lounge.,Bangkok Suvarnabhumi Airport,5.0,5,5,5.0,4.0,4.0,5.0,5.0,no
Singapore Airlines,Small and basic lounge. Wouldn't have fitted everyone if business class cabin was full. Decor dated and showing its age. Very limited range of food available (possibly due to early morning departure). Too few bathroom facilities for lounge.,Sydney Airport,3.0,3,4,4.0,3.0,3.0,3.0,4.0,no
Thai Airways,The lounge is okay with one exception - terribly bad WIFI service. The service really only works very close to the entrance. They have a very complex username/passwd system that essentially is broken. On most devices you simply never get the page where you should enter the login information. Browsing leads to connection failed messages etc.,Denpasar Bali Airport,2.0,3,3,2.0,3.0,2.0,1.0,1.0,no
Thai Airways,"Thailand is the country in the world where the service is always the best as truly part of the culture (I've been to Thailand for 40 years!) but Thai Airways has totally forgotten that. Everything worn out (and by the way their domestic lounge is even much worse), food terrible (and I love Thai food), choice of drinks very limited (not one single wine but I was told by the staff that I could get some from another of their business lounge located 900 meters walk away) and staff barely polite. Thai Airways  used to be a good airline but now it's a shame for it's wonderful country.",Bangkok Suvarnabhumi Airport,2.0,2,2,1.0,2.0,2.0,3.0,1.0,no
Thai Airways,"I have been using this lounge for 7 years now and it keeps going downhill. The furniture is the same as it was when the lounge opened. There has been no upkeep. The food is very average. A few hot snacks like dim sum, and cold tiny sandwiches. There was one juice with no sugar, apple juice. no alcohol or beer. In the toilets the handle is broken off and the door is scratched and in poor condition. I will just stop using the lounge and wait at the gate from now on or go to a restaurant. It is somewhat depressing in there.",Bangkok Suvarnabhumi Airport,3.0,2,2,2.0,1.0,2.0,3.0,3.0,no
Thai Airways,The staff were very professional and accommodating however the food and the items on offer were largely unappetizing. The lounge was clean but the facilities were quite crowded because of the sheer number of airlines who use the lounge with Thai.,Hong Kong Airport,3.0,3,4,3.0,2.0,3.0,4.0,5.0,no
Thai Airways,We were lucky to get there early (around 7pm) so we got the good seats. After about one hour the lounge was overcrowded. It felt like sitting at the gate with kids running and screaming and lots of people standing waiting for available seats. The food is not impressive at all. The drinks is low average (beer coke and waters). Its a bar at the opposite end with 2-3 wines and some drinks. Wifi works well. Staff is good and trying to accommodate. The restrooms are OK. Across the hallway (concourse D) is the Spa. This is very nice and quiet - great free foot massage / neck massage for business class (more options for first). In all fairness I believe this lounge would be a lot better to visit morning or mid day when less people. Overall it is better at the lounge than outside so I will recommend it.,Bangkok Suvarnabhumi Airport,3.0,2,3,1.0,1.0,4.0,4.0,4.0,yes
Thai Airways,Used this lounge as a Qatar Airways customer - Thai Airways seems to be having serious financial issues and the quality of their lounges in Bangkok have gone down tremendously over the past two years. In this instance the lounge was grossly overcrowded with many airlines passengers. There were literally no seats available when I entered and I am writing this review standing up hoping for a seat. The beverage selection was average and the food selection well below average. The staff tried to help and were cheerful but were facing a much bigger crowd than the lounge was designed to handle or than the number of personnel could handle. Because of the big crowd the lounge bathrooms were rarely available and the general cleanliness was not good. I assume this is all a reflection of Thai Airways trying to rent out as many seats as possible in their lounge but I will not fly Qatar from Bangkok if the lounge situation does not improve.,Bangkok Suvarnabhumi Airport,2.0,2,2,3.0,2.0,1.0,4.0,2.0,no
Thai Airways,"Nice and spacious. On a Friday noon we were at no time more than 5-6 travellers in the lounge. The selection of food changes at 11 am from breakfast to lunch setting. The presentation was nice and the quality was ok. The champagne was very ""brut"". Considering that CDG is no home base for any Star Alliance airline it is a nice and comfortable lounge to wait in and even with a limited view to the runways.",Paris CDG Airport,4.0,4,4,4.0,4.0,3.0,5.0,4.0,yes
Thai Airways,Visited the lounge in Concourse E as I had a 8 hour transit between flights. The lounge does not have a lot of space as there are many seats in a relatively small area compared to some other lounges. however some different hot dinner offerings were available as well as plenty of alcohol to help yourself to. So overall I was quite happy with the lounge even though it seemed a bit small with many flights departing over the time I was there everyone seemed to be able to get a seat. I also used the shower facilities which were excellent and a great way to freshen up prior to the flight.,Bangkok Suvarnabhumi Airport,5.0,4,5,5.0,4.0,5.0,4.0,5.0,yes
Thai Airways,Marginally better than sitting in the airport at the gate. Pretty average but at least I had a shower. Thai seems to be 10 years behind the times with aircraft on key routes and the lounge experience confirmed.,Bangkok Suvarnabhumi Airport,2.0,2,3,2.0,1.0,3.0,3.0,3.0,no
Thai Airways,Basic Sleeping beds available in lounge. It was unfortunate that the staff members were quite noisy and they shouted occasionally. They were quite inconsiderate.,Bangkok Suvarnabhumi Airport,3.0,3,3,3.0,4.0,3.0,4.0,3.0,no
Thai Airways,The worst Business Lounge I have been in recent years. Food offer is negligible basically non existant wine is not on offer espresso machine better buy one outside - very bad experience indeed. Why TG has got such a low class Lounge?,Bangkok Suvarnabhumi Airport,2.0,1,3,1.0,1.0,1.0,3.0,4.0,no
Thai Airways,Lounge is spacious and nice ambient staff is very friendly and helpful. But best of all the royal massage spa which really different and genuine Thai super service. Bar could be improved further from existing one.,Bangkok Suvarnabhumi Airport,4.0,4,5,3.0,4.0,5.0,4.0,5.0,yes
